2022-03-21 11:35:28,349 server_data.py[line:233] INFO Connected with result code:  0
2022-03-21 11:35:58,949 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:00,299 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:01,559 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:02,851 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:04,160 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:05,511 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:06,741 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:08,181 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:09,396 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:11,976 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:13,281 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:14,691 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:15,891 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:17,241 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:18,486 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:19,836 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:21,111 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:22,416 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:23,691 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:25,071 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:26,301 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:27,636 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:28,881 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:30,246 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:31,566 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:32,871 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:34,176 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:35,481 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:36,696 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:38,046 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:39,306 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:40,716 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:41,916 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:43,251 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:44,556 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:45,861 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:47,151 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:48,486 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:49,791 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:51,036 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:52,326 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:53,632 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:55,027 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:56,242 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:57,622 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:36:58,912 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:00,187 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:01,507 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:02,782 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:04,147 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:05,437 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:06,682 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:08,017 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:09,262 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:11,887 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:13,222 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:14,467 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:15,847 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:17,122 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:18,412 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:19,717 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:22,372 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:23,662 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:24,907 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:26,227 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:27,502 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:28,882 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:30,097 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:31,627 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:32,737 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:34,027 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:35,407 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:36,607 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:37,988 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:39,278 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:40,538 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:41,888 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:43,163 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:44,543 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:45,818 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:47,168 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:48,338 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:49,823 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:50,948 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:52,268 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:53,663 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:54,878 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:56,213 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:57,489 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:37:58,794 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:00,174 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:02,754 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:03,969 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:05,394 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:06,624 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:07,944 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:09,339 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:10,509 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:11,799 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:13,164 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:14,454 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:15,775 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:16,989 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:18,339 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:19,719 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:20,934 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:22,285 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:23,575 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:24,850 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:26,155 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:27,430 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:28,735 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:30,055 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:32,710 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:33,940 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:35,305 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:36,610 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:37,840 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:39,205 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:40,450 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:41,800 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:43,060 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:44,335 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:45,700 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:47,011 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:48,250 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:49,645 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:50,860 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:52,212 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:53,470 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:54,760 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:56,065 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:57,419 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:38:58,706 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:39:00,041 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
2022-03-21 11:39:02,592 server_data.py[line:603] INFO {'bank_distance_data': {'deviceId': 'XXLJC4LCGSCSD1DA004', 'bank_distance': 18.0}}
